Name,File Size (paragraphs),Kappa,Agreement,A And B (%),Not A And Not B (%),Disagreement,A And Not B (%),B And Not A (%)
"Nodes\\Sources and solutions\Research methods\Pre-registration : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Research methods\Pre-registration : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Fanelli, Daniele (2018)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Freedman, David H. (2010)",54,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Gelman, Andrew (2018)",121,1,100,1.65,98.35,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Kummer, Larry & Editor (2016)",313,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,1,100,1.13,98.87,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Parsons, Sam (2017)",25,1,100,8,92,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Pre-registration : Yong, Ed (2018) (2)",33,1,100,3.03,96.97,0,0,0
Nodes\\Signs of crisis\Reformers\John Ioannidis,"",0.78,99.12,1.54,97.58,0.87,0.41,0.46
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Baker, Monya (2015) (2)",51,0,94.12,0,94.12,5.88,0,5.88
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Ioannidis, John P. A. (2005)",169,0,97.04,0,97.04,2.96,0,2.96
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Kummer, Larry & Editor (2016)",313,0,99.36,0,99.36,0.64,0.64,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Vazire, Simine (2018)",102,0,99.02,0,99.02,0.98,0.98,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0.04,91.78,0.22,91.56,8.22,7.78,0.44
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.5,99.39,0.31,99.08,0.61,0,0.61
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Fanelli, Daniele (2018)",61,0.66,98.36,1.64,96.72,1.64,1.64,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Hengartner, Michael P. (2018)",97,0.66,98.97,1.03,97.94,1.03,0,1.03
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0.66,99.37,0.62,98.75,0.62,0.62,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Freedman, David H. (2010)",54,0.69,87.03,24.07,62.96,12.97,7.41,5.56
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Lilienfeld, Scott O. (2017)",79,0.79,98.73,2.53,96.2,1.27,0,1.27
Nodes\\Signs of crisis\Reformers\John Ioannidis : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,0.84,96.3,11.11,85.19,3.7,0,3.7
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Pashler, Harold & Harris, Christine R. (2012)",73,0.84,97.26,8.22,89.04,2.74,1.37,1.37
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.93,99.62,2.64,96.98,0.38,0,0.38
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Doidge, Norman (2016)",134,1,100,0.75,99.25,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Laframboise, Donna (2018)",39,1,100,2.56,97.44,0,0,0
Nodes\\Signs of crisis\Reformers\John Ioannidis : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Achenbach, Joel (2014)",61,1,100,3.28,96.72,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Croughan, Matthew (2017)",81,1,100,3.7,96.3,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Diep, Francie (2014)",13,1,100,7.69,92.31,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Earp, Brian D. & Trafimow, David (2015)",253,1,100,1.98,98.02,0,0,0
Nodes\\Signs of crisis\Reformers\John Ioannidis : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Gelman, Andrew (2018)",121,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,3.57,96.43,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0.76,99.24,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0.55,99.45,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Reformers\John Ioannidis : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Retractions,"",0.78,99.83,0.3,99.53,0.17,0.04,0.13
"Nodes\\Signs of crisis\Retractions : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,-0,99.25,0,99.25,0.76,0.38,0.38
"Nodes\\Signs of crisis\Retractions : Gibney, Elizabeth (2012)",45,0,97.78,0,97.78,2.22,0,2.22
"Nodes\\Signs of crisis\Retractions : Rhodes, Ella (2015)",25,0,96,0,96,4,0,4
"Nodes\\Signs of crisis\Retractions : Kummer, Larry & Editor (2016)",313,0.8,99.68,0.64,99.04,0.32,0.32,0
"Nodes\\Signs of crisis\Retractions : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0.95,98.92,10.75,88.17,1.08,1.08,0
Nodes\\Signs of crisis\Retractions : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Retractions : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Retractions : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Fanelli, Daniele (2018)",61,1,100,1.64,98.36,0,0,0
"Nodes\\Signs of crisis\Retractions : Freedman, David H. (2010)",54,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Gelman, Andrew (2018)",121,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,1.89,98.11,0,0,0
"Nodes\\Signs of crisis\Retractions : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Vazire, Simine (2018)",102,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Retractions : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Reformers\Brian Nosek and COS,"",0.8,98.95,2.19,96.76,1.06,0.79,0.27
"Nodes\\Signs of crisis\Reformers\Brian Nosek and COS : Hengartner, Michael P. (2018)",97,-0.01,97.94,0,97.94,2.06,1.03,1.03
"Nodes\\Signs of crisis\Reformers\Brian Nosek and COS : Croughan, Matthew (2017)",81,0,98.77,0,98.77,1.23,1.23,0
"Nodes\\Signs of crisis\Reformers\Brian Nosek and COS : Kummer, Larry & Editor (2016)",313,0,99.36,0,99.36,0.64,0.64,0
"Nodes\\Signs of crisis\Reformers\Brian Nosek and COS : Lowe, Derek (2013) (2)",61,0,98.36,0,98.36,1.64,1.64,0
